date,tournament,player1,player2,sets1,sets2,score,odd1,odd2
2025-02-25,Arcadia ITF,Burgic Bucko E. (12),Crossley M. (3),2,0,6-3 7-6,3.20,1.30
2025-02-25,Arcadia ITF,McKenzie K. (10),Miroshnichenko V. (7),2,0,6-1 7-5,2.57,1.43
2025-02-25,Arcadia ITF,Zaar L. (2),Allen K. (15),2,1,6-3 6-7 10-8,1.10,5.83
2025-02-25,Arcadia ITF,Ahn A. (14),Suh S.,2,0,6-2 6-2,1.14,4.87
2025-02-25,Arcadia ITF,Di Girolami T. (8),Arakawa N. (16),2,0,6-2 6-2,1.12,5.17
2025-02-25,Arcadia ITF,Rogozinska Dzik S. (13),Defalco J. (6),2,0,6-1 6-4,2.39,1.51
2025-02-25,Arcadia ITF,Nguyen A.,Walker B. (11),2,0,7-64 6-2,1.34,3.05
2025-02-25,Arcadia ITF,Osuigwe V. (5),Kabbaj Y. (9),2,1,6-1 4-6 17-15,1.49,2.42
2025-02-25,Leimen ITF,Burylo M.,Otzipka J. (4),2,1,4-6 6-2 10-6,,
2025-02-25,Leimen ITF,Vlckova K. (3),Okur D.,1,0,6-0 1-0,,
2025-02-25,Leimen ITF,Rivkin N. (2),Volkov A.,2,0,6-0 7-5,,
2025-02-25,Leimen ITF,Thamm M. (1),Praefke P. (13),2,0,6-1 6-1,,
2025-02-25,Leimen ITF,Silva J. (9),Michalkova B.,2,0,6-2 7-5,,
2025-02-25,Leimen ITF,Longueville R. (12),Hlavata N. (5),2,0,6-3 7-65,,
2025-02-25,Leimen ITF,Hutchinson H. (7),Ruan Z. (15),2,1,7-6 2-6 10-6,,
2025-02-25,Manacor 3 ITF,Safi M.,Ferrer C.,1,0,,,
2025-02-25,Manacor 3 ITF,Ebeling Koning L. (2),Aranzabal N.,2,0,6-0 6-0,,
2025-02-25,Manacor 3 ITF,Corley P. (3),Norin F.,2,0,6-1 6-2,,
2025-02-25,Manacor 3 ITF,Ngounoue M. (10),Bossi C. (5),2,0,6-3 6-2,,
2025-02-25,Manacor 3 ITF,Ekstrand M.,Van Emst S. (1),2,0,6-3 6-3,,
2025-02-25,Manacor 3 ITF,Groth G.,Rennert J.,2,1,6-4 2-6 10-7,,
2025-02-25,Manacor 3 ITF,Pawlak L.,Mintegi Del Olmo A.,2,0,7-63 6-3,,
2025-02-25,Manacor 3 ITF,Daley D. (8),Skoog I.,2,1,7-65 4-6 10-4,,
2025-02-25,Monastir 24 ITF,Langlais C.,Nikcevic T. (12),2,0,6-3 6-0,1.50,2.50
2025-02-25,Monastir 24 ITF,Hays G. (15),Soussi L.,2,0,6-4 6-0,,
2025-02-25,Monastir 24 ITF,Milic E. (3),Miyata M. (16),2,1,3-6 7-5 10-6,,
2025-02-25,Monastir 24 ITF,Popescu A. (5),Sramkova T. (14),2,0,6-3 6-2,,
2025-02-25,Monastir 24 ITF,Newberry L.,Bretnacher J.,2,0,6-1 6-0,2.50,1.50
2025-02-25,Monastir 24 ITF,Ewing S. (6),Tiron E. (11),2,0,6-3 6-2,,
2025-02-25,Monastir 24 ITF,Gadamauri T.,Rothensteiner L. (9),2,0,6-4 6-4,,
2025-02-25,Monastir 24 ITF,Fernández L.,Mcbride J. (10),2,0,7-64 6-4,3.00,1.36
2025-02-25,Pretoria 6 ITF,Tsetsou E.,Gupta A. (6),2,1,1-6 7-611 10-6,,
2025-02-25,Pretoria 6 ITF,Bhunu V.,Hubricht M.,2,1,4-6 6-0 10-8,,
2025-02-25,Pretoria 6 ITF,Crocker V.,Cohen S.,2,0,6-1 6-4,,
2025-02-25,Pretoria 6 ITF,Kaibekova P. (3),Peer J. (14),2,0,6-2 6-1,,
2025-02-25,Pretoria 6 ITF,Raath M. (15),Bosman C. (2),2,0,6-4 6-1,,
2025-02-25,Pretoria 6 ITF,Shusteva S. (8),Sandberg V. (10),2,0,6-4 6-3,,
2025-02-25,Pretoria 6 ITF,Ebster A. (11),Bista A. (4),2,0,7-5 6-0,,
2025-02-25,Sharm El Sheikh 5 ITF,Narala T.,Martianova S. (13),2,1,67-7 6-1 12-10,1.72,1.98
2025-02-25,Sharm El Sheikh 5 ITF,Dessolis B. (6),Kalamari G. (12),2,0,6-2 6-4,1.07,6.75
2025-02-25,Sharm El Sheikh 5 ITF,Dessolis M. (10),Lindgren G. (2),2,0,6-4 7-6,4.37,1.17
2025-02-25,Sharm El Sheikh 5 ITF,Samardzic A. (4),Remander S. (9),2,1,6-4 3-6 10-7,1.72,1.98
2025-02-25,Sharm El Sheikh 5 ITF,Teso K. (5),Karantali E. (11),2,0,6-2 6-0,3.00,1.34
2025-02-25,Sharm El Sheikh 5 ITF,Osterreicher M. (3),Pantelic S. (16),2,0,6-1 6-3,1.09,6.17
2025-02-25,Sharm El Sheikh 5 ITF,Sergienko A. (7),Chen S. (15),1,0,3-0,1.36,2.89
2025-02-25,Sharm El Sheikh 5 ITF,Sherif D.,Nweke D. (14),1,0,5-0,1.13,5.20
2025-02-25,Trnava ITF,Ishii S. (2),Sakatsume H. (9),2,1,6-4 4-6 6-2,1.66,2.08
2025-02-25,Trnava ITF,Wagner S.,Pieri T. (15),2,0,7-65 7-5,2.07,1.68
2025-02-25,Trnava ITF,Timofeeva M. (5),Samson L. (11),2,0,6-2 6-4,1.43,2.58
2025-02-25,Trnava ITF,Konjuh A.,Kucmova A. (14),2,0,6-3 6-3,1.30,3.20
2025-02-25,Trnava ITF,Rogers A. (8),Kuzmova K. (13),2,0,6-2 6-4,1.34,3.05
2025-02-25,Trnava ITF,Klimovicova L. (4),Diyas Z. (12),1,0,,1.55,2.28
2025-02-25,Trnava ITF,Noha Akugue N. (3),Rinaldo Persson K. (10),2,0,6-2 6-1,1.92,1.78
2025-02-25,Trnava ITF,Korpatsch T. (1),Hejtmanek A.,2,0,6-3 6-2,1.07,6.75
2025-02-26,Mérida,Saville D.,Kalinina A.,2,1,4-6 6-2 6-2,2.11,1.71
2025-02-26,Mérida,Cristian J.,Starodubtseva Y.,1,0,6-4 4-1,1.50,2.34
2025-02-26,Mérida,Sonmez Z.,Sakkari M. (8),2,0,7-5 6-2,3.08,1.36
2025-02-26,Mérida,Linette M.,Cocciaretto E.,2,0,6-4 6-0,1.71,2.11
2025-02-26,Austin WTA,Tomljanovic A.,Burrage J.,2,1,4-6 6-3 6-0,1.43,2.76
2025-02-26,Austin WTA,Pegula J. (1),Parrizas-Diaz N.,2,0,6-1 6-3,1.04,11.67
2025-02-26,Austin WTA,Blinkova A.,Maria T.,2,0,6-2 6-2,1.45,2.73
2025-02-26,Austin WTA,Kessler M. (5),Golubic V.,2,0,6-2 7-5,1.32,3.34
2025-02-26,Austin WTA,Lamens S. (8),Rakhimova K.,2,1,1-6 6-3 6-4,1.58,2.36
2025-02-26,Austin WTA,Cirstea S.,Siegemund L.,2,1,6-3 0-6 6-1,1.53,2.45
2025-02-26,Austin WTA,Shnaider D. (2),Prozorova T.,2,1,0-6 6-2 7-5,1.47,2.67
2025-02-26,Trnava ITF,Konjuh A.,Hontama M.,2,0,6-4 6-3,1.58,2.26
2025-02-26,Trnava ITF,Ponchet J. (8),Radivojevic L.,2,1,6-1 2-6 6-4,1.58,2.25
2025-02-26,Trnava ITF,Noha Akugue N.,Snigur D. (1),2,0,6-2 7-5,3.51,1.26
2025-02-26,Trnava ITF,Timofeeva M.,Jacquemot E. (7),2,0,6-3 7-5,2.17,1.62
2025-02-26,Trnava ITF,Aiava D.,Erjavec V.,2,1,6-2 3-6 6-4,1.52,2.38
2025-02-26,Trnava ITF,Palicova B.,Zelnickova R.,2,0,6-4 6-3,1.41,2.73
2025-02-26,Trnava ITF,Wagner S.,Chramcova V.,2,0,6-3 6-2,1.04,8.62
2025-02-26,Trnava ITF,Eala A. (5),Masarova R.,2,0,6-4 6-3,1.64,2.09
2025-02-26,Trnava ITF,Romero Gormaz L.,Rogers A.,2,0,7-5 7-5,1.90,1.83
2025-02-26,Trnava ITF,Naef C.,Korpatsch T.,2,1,4-6 6-3 6-2,1.35,2.98
2025-02-26,Trnava ITF,Seidel E. (4),Ishii S.,2,0,6-2 7-65,1.44,2.62
2025-02-26,Trnava ITF,Klimovicova L.,Vargova N.,2,0,7-5 6-4,1.21,3.99
2025-02-26,Ahmedabad 2 ITF,Kudashova D. (11),Desai Z.,2,0,6-1 6-1,1.21,4.15
2025-02-26,Ahmedabad 2 ITF,Nitture A.,Martinez Cirez C. (2),2,1,6-4 3-6 7-5,6.61,1.08
2025-02-26,Ahmedabad 2 ITF,Gureva A.,Yamaguchi M. (4),2,0,6-4 6-4,2.33,1.54
2025-02-26,Ahmedabad 2 ITF,Chaudhari V. (13),Kobayashi H.,2,0,6-1 6-3,1.16,4.74
2025-02-26,Ahmedabad 2 ITF,Golovina M.,Makarova E. (3),2,0,6-2 6-4,1.74,1.95
2025-02-26,Ahmedabad 2 ITF,Bhamidipaty S. (10),Baharmus H.,2,1,3-6 7-5 6-3,1.05,7.45
2025-02-26,Ahmedabad 2 ITF,Reyngold E.,Vlasselaer C. (16),1,0,6-3 0-0,1.72,1.88
2025-02-26,Ahmedabad 2 ITF,Raina A. (7),Kozaki F.,2,0,6-3 6-4,1.28,3.35
2025-02-26,Ahmedabad 2 ITF,Rodionova A. (1),Omae A.,2,1,6-1 2-6 6-3,1.18,4.37
2025-02-26,Ahmedabad 2 ITF,Park S. (12),Morisaki K.,2,0,6-3 6-1,1.24,3.80
2025-02-26,Ahmedabad 2 ITF,Hesse A. (6),Bhasin S.,2,0,6-3 6-3,1.05,10.61
2025-02-26,Ahmedabad 2 ITF,Iatcenko P. (15),Rathi A.,2,0,6-2 6-3,1.05,7.55
2025-02-26,Ahmedabad 2 ITF,Tkacheva M. (8),Okuwaki R.,2,0,6-4 6-4,1.14,4.93
2025-02-26,Ahmedabad 2 ITF,Schmidt A.,Naklo T. (14),2,0,7-611 7-5,1.78,1.95
2025-02-26,Ahmedabad 2 ITF,Pace F.,Yamalapalli S. (9),2,1,4-6 6-2 6-4,5.01,1.14
2025-02-26,Ahmedabad 2 ITF,Kaji H. (5),Adkar V.,2,0,6-0 6-2,1.28,3.48
2025-02-26,Macon ITF,Radwanska U.,Banks A.,2,0,6-2 7-63,2.94,1.36
2025-02-26,Macon ITF,Lazaro Garcia A.,Koevermans A. (3),2,0,7-64 6-4,1.66,2.08
2025-02-26,Macon ITF,Leonard M. (2),Lim J.,2,0,6-0 6-2,1.25,3.92
2025-02-26,Macon ITF,Tan H.,Maristany Zuleta De Reales G.,2,0,6-4 6-1,1.55,2.30
2025-02-26,Macon ITF,Lew Yan Foon A.,Radovanovic N.,2,0,6-2 6-2,1.46,2.54
2025-02-26,Macon ITF,Kraus S.,Ciric Bagaric L.,2,0,6-0 6-3,1.44,3.40
2025-02-26,Macon ITF,Serban R. (5),Mboko V.,2,0,6-2 6-3,3.79,1.23
2025-02-26,Macon ITF,Bolkvadze M.,Charaeva A.,2,0,6-2 6-2,1.74,1.98
2025-02-26,Antalya 8 ITF,Pigato L.,Quevedo K. (5),2,1,61-7 6-2 6-4,2.60,1.44
2025-02-26,Antalya 8 ITF,Gorgodze E.,Stankovic A.,2,0,6-1 6-4,1.53,2.27
2025-02-26,Antalya 8 ITF,Alves C. (4),Turkmen D.,2,0,6-3 6-1,1.06,8.44
2025-02-26,Antalya 8 ITF,Bulatova A.,Falkner Z.,2,0,6-4 6-1,2.72,1.37
2025-02-26,Antalya 8 ITF,Rame A.,Dinu C.,2,0,7-5 6-0,3.18,1.31
2025-02-26,Antalya 8 ITF,Toth A.,Kovinic D.,2,1,4-6 6-2 6-0,1.62,2.20
2025-02-26,Antalya 8 ITF,Paganetti V.,Hodzic M.,2,0,6-2 6-2,2.37,1.51
2025-02-26,Antalya 8 ITF,In-Albon Y. (8),Buyukakcay C.,2,1,6-4 5-7 6-2,1.38,2.77
2025-02-26,Antalya 8 ITF,Giovannini L.,Cakarevic S. (6),2,0,6-0 6-3,1.41,2.73
2025-02-26,Antalya 8 ITF,Yoruk I.,Zvonaru I.,2,0,6-3 6-4,1.42,2.56
2025-02-26,Antalya 8 ITF,Bara I. (2),Anshba A.,2,1,2-6 6-3 6-1,1.33,2.92
2025-02-26,Antalya 8 ITF,Lukas T. (3),Li Z.,2,0,6-0 6-3,1.21,4.03
2025-02-26,Antalya 8 ITF,Craciun G.,Lodikova D. (7),2,0,6-2 6-3,1.02,1.02
2025-02-26,Antalya 8 ITF,Sauvant C.,Fita Boluda A. (1),2,1,6-3 0-6 6-3,4.92,1.14
2025-02-26,Antalya 8 ITF,Dencheva R.,Senic N.,2,0,6-4 6-2,1.91,1.78
2025-02-26,Antalya 8 ITF,Lovric P.,Laskutova K.,1,0,6-3 0-0,1.28,3.33
2025-02-26,Arcadia ITF,Jovic I. (1),Miroshnichenko V.,2,0,6-1 6-3,1.06,6.38
2025-02-26,Arcadia ITF,Crawley F.,Burgic Bucko E.,2,0,6-2 6-2,1.37,2.72
2025-02-26,Arcadia ITF,Papamichail D. (7),Loeb J.,2,0,6-3 6-4,2.03,1.71
2025-02-26,Arcadia ITF,Mateas M. (5),Kuwata H.,2,0,6-4 6-2,1.25,3.56
2025-02-26,Arcadia ITF,Branstine C. (2),Sieg M.,2,0,6-3 6-3,1.11,5.61
2025-02-26,Arcadia ITF,McKenzie K.,Zaar L.,2,0,6-1 6-2,2.97,1.35
2025-02-26,Arcadia ITF,Rogozinska Dzik S.,Tikhonova A.,2,0,6-3 6-2,4.39,1.17
2025-02-26,Arcadia ITF,Cayetano E.,Smith A.,1,0,6-2 2-0,1.38,2.81
2025-02-26,Arcadia ITF,Osuigwe V.,Ortenzi J. (4),2,0,7-67 6-3,2.15,1.63
2025-02-26,Arcadia ITF,Arakawa H.,Tjen J.,2,1,66-7 6-4 6-2,4.05,1.17
2025-02-26,Arcadia ITF,Nguyen A.,Arakawa N.,2,0,6-1 6-1,,
2025-02-26,Arcadia ITF,Tian F.,Keller K.,2,0,6-1 7-5,1.04,8.48
2025-02-26,Arcadia ITF,Ahn A.,Allen K.,2,0,6-2 6-4,1.23,3.49
2025-02-26,Arcadia ITF,Cross K. (6),Di Girolami T.,2,0,6-4 6-2,1.31,2.97
2025-02-26,Launceston ITF,Fourlis J. (7),Rokusek S.,2,0,6-0 6-4,1.04,8.88
2025-02-26,Launceston ITF,Okamura K. (1),Muramatsu C.,2,0,6-4 6-1,1.26,3.53
2025-02-26,Launceston ITF,Back D. (6),Lin F.,2,1,0-6 6-3 6-0,1.11,5.76
2025-02-26,Launceston ITF,Da Silva Fick G.,Lee E.,2,0,7-5 6-4,1.75,1.95
2025-02-26,Launceston ITF,Akita S.,Lee Y.,2,0,6-4 6-3,1.07,6.93
2025-02-26,Launceston ITF,Ku Y.,Yang Y.,2,0,6-4 6-2,1.25,3.51
2025-02-26,Launceston ITF,Andrianjafitrimo T. (3),Ren Y.,2,0,6-4 6-2,1.29,3.38
2025-02-26,Launceston ITF,Sema E.,Mcphee K.,2,1,6-2 3-6 6-4,1.93,1.80
2025-02-26,Launceston ITF,Hosogi S.,Ma Y. (2),2,1,6-2 5-7 6-2,1.62,2.16
2025-02-26,UTR Pro Tennis Series 5,Yardley S.,Waas S.,2,1,6-4 2-6 6-3,1.82,1.82
2025-02-26,UTR Pro Tennis Series 5,Britton I.,Knowles A.,2,1,63-7 6-2 6-4,,
2025-02-26,UTR Pro Tennis Series 5,Kovacheva S.,Sawkings E.,2,0,6-1 7-63,,
2025-02-26,UTR Pro Tennis Series 5,Brooks A.,Lammas A.,2,1,6-3 3-6 6-2,1.18,4.11
2025-02-26,UTR Pro Tennis Series 5,Franchi F.,Sanz-Llaneza Fernandez A.,2,0,6-4 6-2,1.51,2.33
2025-02-26,UTR Pro Tennis Series 5,Tuna N.,Hodson A.,2,0,6-1 6-1,,
2025-02-26,UTR Pro Tennis Series 5,Stresnakova K.,Burrow I.,2,0,6-0 6-0,,
2025-02-26,UTR Pro Tennis Series 5,Johnson F.,Sharratt Blanksby L.,2,0,6-2 6-0,,
2025-02-26,Leimen ITF,Podrez V. (5),Silva J.,2,0,6-2 6-4,1.16,4.58
2025-02-26,Leimen ITF,Kubka M. (2),Hutchinson H.,1,0,5-1,1.18,4.24
2025-02-26,Leimen ITF,Daems J.,Burylo M.,2,0,6-3 6-2,1.11,5.68
2025-02-26,Leimen ITF,Kulikova A. (1),Schaefer H.,2,0,6-0 6-2,,
2025-02-26,Leimen ITF,Kostovic T.,Rivkin N.,2,1,6-4 4-6 7-65,1.14,4.93
2025-02-26,Leimen ITF,Thamm M.,Seibold E.,2,1,7-62 1-6 6-4,1.20,4.04
2025-02-26,Leimen ITF,Steiner V.,Maloney E.,2,0,6-2 6-2,2.21,1.59
2025-02-26,Leimen ITF,Zhenikhova S.,Vlckova K.,2,1,4-6 7-61 6-3,2.03,1.70
2025-02-26,Leimen ITF,Vogt M. (7),Lukic T.,2,0,6-2 6-3,1.12,5.48
2025-02-26,Leimen ITF,Gettwart F. (3),Longueville R.,2,0,6-4 6-2,1.47,2.52
2025-02-26,Maanshan ITF,Egorova D. (5),Kim N.,2,0,6-2 6-0,1.36,2.94
2025-02-26,Maanshan ITF,Yang Y. (1),Sukhotina A.,2,1,3-6 6-3 6-4,,
2025-02-26,Maanshan ITF,Zhao X.,Xun F. (7),1,0,6-2 3-0,2.75,1.40
2025-02-26,Maanshan ITF,Hu F.,Sun Y.,2,1,6-4 65-7 6-0,,
2025-02-26,Maanshan ITF,Li Y.,Guo M. (4),2,0,6-4 7-5,3.65,1.25
2025-02-26,Maanshan ITF,Shalimova E. (6),Liu Y.,2,0,6-2 6-1,1.11,5.60
2025-02-26,Maanshan ITF,Yang A.,Chu Si Ting T.,2,1,6-1 65-7 6-2,1.27,3.47
2025-02-26,Maanshan ITF,Zhang J.,Lin Y.,2,0,6-0 6-0,,
2025-02-26,Maanshan ITF,Kovapitukted P.,Li J.,2,0,6-3 6-3,1.08,6.72
2025-02-26,Maanshan ITF,Nepliy E.,Sun Y.,2,0,6-1 6-1,1.32,3.13
2025-02-26,Maanshan ITF,Morvayova V. (3),Chen M.,1,0,4-6 6-2 0-0,1.35,2.98
2025-02-26,Maanshan ITF,Kinoshita H. (8),Kim C.,2,0,6-3 6-4,1.20,4.09
2025-02-26,Manacor 3 ITF,Robbe A. (3),Ngounoue M.,2,1,6-4 1-6 6-1,1.24,3.70
2025-02-26,Manacor 3 ITF,Ekstrand M.,Geerlings A. (1),2,0,6-1 6-4,3.66,1.24
2025-02-26,Manacor 3 ITF,Ebeling Koning L.,Safi M.,2,0,6-2 6-0,1.16,4.53
2025-02-26,Manacor 3 ITF,Corley P.,Mair L.,2,0,6-3 6-4,1.63,2.14
2025-02-26,Manacor 3 ITF,Du Pree B.,Pawlak L.,2,0,6-4 6-3,1.19,4.22
2025-02-26,Manacor 3 ITF,Groth G.,Zhang B.,2,0,6-1 6-1,1.14,4.96
2025-02-26,Manacor 3 ITF,Daley D.,Gimbrere J. (6),2,0,7-63 6-4,4.97,1.14
2025-02-26,Manacor 3 ITF,Rey Garcia A.,Bossi C.,2,1,6-2 65-7 6-1,1.21,3.93
2025-02-26,Monastir 24 ITF,Gadamauri T.,Rodriguez-Rizo A.,2,0,6-1 6-0,,
2025-02-26,Monastir 24 ITF,Hays G.,Ceschi G. (8),2,1,3-6 6-0 6-3,3.70,1.24
2025-02-26,Monastir 24 ITF,Ambrosio S. (4),Zucchini A.,2,0,6-4 6-3,1.14,4.95
2025-02-26,Monastir 24 ITF,Zantedeschi A. (3),Popescu A.,2,0,6-3 6-0,1.08,6.93
2025-02-26,Monastir 24 ITF,Ewing S.,Dell'edera F.,2,0,6-1 6-4,1.29,3.29
2025-02-26,Monastir 24 ITF,Hobgarski K. (2),Adams J.,2,1,6-2 2-6 6-2,1.18,4.33
2025-02-26,Monastir 24 ITF,Mariani M.,Fernández L.,2,0,6-2 6-2,1.33,3.07
2025-02-26,Monastir 24 ITF,Gennaro C. (6),Newberry L.,2,1,7-5 2-6 6-3,1.27,3.44
2025-02-26,Pretoria 6 ITF,Hertel A. (7),Wagner Y.,2,0,6-3 6-4,1.08,6.88
2025-02-26,Pretoria 6 ITF,Arifullina A.,Shusteva S.,2,0,7-5 6-4,1.28,3.33
2025-02-26,Pretoria 6 ITF,Vasilyeva A.,Leon S. (8),2,1,7-66 2-6 6-1,2.35,1.53
2025-02-26,Pretoria 6 ITF,Cirotte A.,Giordano M.,2,1,2-6 6-4 7-65,1.08,6.61
2025-02-26,Pretoria 6 ITF,Easwaramurthi A.,Bista A.,2,0,6-2 6-0,1.64,2.15
2025-02-26,Pretoria 6 ITF,Visscher S. (2),Camerano E.,2,0,6-1 6-1,1.02,10.55
2025-02-26,Pretoria 6 ITF,Duerst J. (1),Van Poppel E.,2,0,6-4 6-4,1.02,10.44
2025-02-26,Pretoria 6 ITF,Bhunu V.,Crocker V.,2,0,7-63 7-63,1.12,5.39
2025-02-26,Pretoria 6 ITF,Atturu S.,Chakanyuka C.,2,0,6-0 6-1,1.11,5.66
2025-02-26,Pretoria 6 ITF,Tsetsou E.,Mikhailova M.,2,0,6-3 7-5,3.07,1.33
2025-02-26,Pretoria 6 ITF,Price G. (6),Coppez K.,2,0,7-5 6-1,1.08,6.61
2025-02-26,Pretoria 6 ITF,Vosloo A.,Jamshidi E. (4),2,1,1-6 6-2 6-3,5.72,1.11
2025-02-26,Pretoria 6 ITF,Ramduth K.,Nava Elkin A.,2,1,0-6 6-3 6-2,4.73,1.15
2025-02-26,Pretoria 6 ITF,Wirges A. (3),Swanepoel M.,2,0,6-0 6-0,,
2025-02-26,Pretoria 6 ITF,Raath M.,Konishi Camargo Silva J. (5),2,0,6-1 6-1,1.32,3.13
2025-02-26,Pretoria 6 ITF,Kaibekova P.,Ebster A.,2,0,6-1 6-1,1.17,4.40
2025-02-26,Sharm El Sheikh 5 ITF,Sergienko A.,Monko V.,2,1,6-3 2-6 6-0,2.34,1.53
2025-02-26,Sharm El Sheikh 5 ITF,Teso K.,Hageman M.,2,0,7-62 7-5,3.31,1.28
2025-02-26,Sharm El Sheikh 5 ITF,Pfeifer L. (4),Leykina P.,2,1,6-1 2-6 6-3,1.65,2.12
2025-02-26,Sharm El Sheikh 5 ITF,Zhu C.,Novikova T.,2,0,6-1 6-2,1.02,15.00
2025-02-26,Sharm El Sheikh 5 ITF,Stamatova J.,Ganz F. (6),2,0,6-2 7-5,3.56,1.26
2025-02-26,Sharm El Sheikh 5 ITF,Paukstyte P. (8),Sherif D.,1,0,6-1 4-6 2-1,1.29,3.31
2025-02-26,Sharm El Sheikh 5 ITF,Kawamura M.,Bayerlova M. (3),2,0,6-4 6-1,1.92,1.79
2025-02-26,Sharm El Sheikh 5 ITF,Perelygina E.,Dapkute I.,2,0,7-5 7-63,1.62,2.16
2025-02-26,Sharm El Sheikh 5 ITF,Zaytseva K. (7),Kldiashvili E.,2,0,6-2 6-2,1.02,13.50
2025-02-26,Sharm El Sheikh 5 ITF,Shapatava S. (2),Dessolis M.,2,1,6-4 3-6 6-1,1.04,8.90
2025-02-26,Sharm El Sheikh 5 ITF,Cadar E.,Kovaleva A.,2,1,1-6 6-2 6-1,1.24,3.77
2025-02-26,Sharm El Sheikh 5 ITF,Jovanovic M.,Samardzic A.,2,1,2-6 6-3 7-62,1.30,3.20
2025-02-26,Sharm El Sheikh 5 ITF,Ezzat Y.,Narala T.,2,0,6-1 6-4,1.11,5.62
2025-02-26,Sharm El Sheikh 5 ITF,Ohashi R.,Dessolis B.,2,0,6-2 6-3,1.51,2.40
2025-02-26,Sharm El Sheikh 5 ITF,Yoshioka K.,Nagy A. (5),2,0,6-3 6-2,3.33,1.29
2025-02-26,Sharm El Sheikh 5 ITF,Shinikova I. (1),Osterreicher M.,2,1,7-5 3-6 6-3,1.11,5.57
2025-02-26,UTR Pro Match Series,Payne B.,Murphy L.,2,0,6-0 7-5,,
2025-02-26,UTR Pro Match Series,Reami A.,Larke Z.,2,0,6-0 6-3,1.22,3.75
2025-02-26,UTR Pro Match Series,Sohns M.,Hernandez I.,2,0,6-4 6-1,,
2025-02-26,UTR Pro Match Series,Anderson R.,Bencheikh L.,2,0,7-5 6-1,1.01,10.33
2025-02-26,UTR Pro Match Series,Lespes J.,Edwards M.,2,0,6-0 7-5,1.23,3.58
2025-02-26,UTR Pro Match Series,Valdez N.,Gatti V.,2,0,6-1 6-2,,
2025-02-26,UTR Pro Match Series 2,Zolotareva R.,Bougouffa H.,2,1,6-1 67-7 6-2,,
2025-02-26,UTR Pro Match Series 2,Grekul E.,Gabriel A.,2,0,6-3 6-1,3.43,1.25
2025-02-26,UTR Pro Match Series 2,Bejenaru K.,Zolotareva A.,2,1,4-6 6-1 6-4,3.43,1.25
2025-02-26,UTR Pro Match Series 2,Hrdinkova D.,Zuchanska A.,2,0,6-4 6-3,1.25,3.75
2025-02-26,UTR Pro Match Series 2,Hansen S.,Patru A.,2,0,7-5 6-0,1.87,1.78
2025-02-26,UTR Pro Match Series 2,Moerk M.,Borkop S.,2,1,7-63 1-6 6-4,3.00,1.33
2025-02-26,UTR Pro Match Series 2,Fenyves G.,Kenzhibayeva S.,2,1,4-6 6-0 7-63,3.62,1.21
2025-02-26,UTR Pro Match Series 2,Hedrzak M.,Kuparev A.,2,1,6-2 5-7 6-4,1.78,1.87
2025-02-27,Mérida,Sramkova R.,Haddad Maia B. (3),2,0,7-68 6-3,1.81,1.97
2025-02-27,Mérida,Arango E.,Jones F.,1,0,3-6 6-3 3-4,2.17,1.67
2025-02-27,Mérida,Badosa P. (2),Cristian J.,2,0,6-2 6-1,1.14,5.49
2025-02-27,Mérida,Joint M.,Vekic D. (5),2,0,6-1 6-2,2.09,1.71
2025-02-27,Mérida,Avanesyan E.,Bouzas Maneiro J.,2,0,6-1 6-4,1.42,2.82
2025-02-27,Austin WTA,Minnen G.,Lamens S. (8),2,0,6-1 6-0,1.94,1.85
2025-02-27,Austin WTA,Kessler M. (5),Bucsa C.,2,1,5-7 6-3 7-64,1.37,3.04
2025-02-27,Austin WTA,Cirstea S.,Shnaider D. (2),2,1,6-3 2-6 6-4,2.61,1.48
2025-02-27,Austin WTA,Shibahara E.,Birrell K.,2,1,6-3 4-6 6-4,2.51,1.52
2025-02-27,Trnava ITF,Seidel E. (4),Konjuh A.,2,1,3-6 6-1 6-4,1.33,3.08
2025-02-27,Trnava ITF,Wagner S.,Noha Akugue N.,2,1,4-6 6-4 6-2,3.59,1.25
2025-02-27,Trnava ITF,Naef C.,Eala A. (5),2,1,4-6 6-2 6-3,1.55,2.35
2025-02-27,Trnava ITF,Klimovicova L.,Gibson T. (6),2,0,6-4 6-2,1.60,2.22
2025-02-27,Trnava ITF,Ruzic A.,Palicova B.,2,0,6-4 7-65,1.37,2.91
2025-02-27,Trnava ITF,Romero Gormaz L.,Timofeeva M.,2,0,6-2 6-2,2.99,1.34
2025-02-27,Trnava ITF,Aiava D.,Paquet C. (2),2,0,6-2 6-3,1.39,2.80
2025-02-27,Trnava ITF,Pridankina E.,Ponchet J. (8),2,0,6-3 6-3,2.05,1.70
2025-02-27,Ahmedabad 2 ITF,Chaudhari V. (13),Nitture A.,2,0,6-3 6-2,1.08,6.86
2025-02-27,Ahmedabad 2 ITF,Park S. (12),Raina A. (7),2,0,7-5 6-4,1.83,1.88
2025-02-27,Ahmedabad 2 ITF,Rodionova A. (1),Iatcenko P. (15),2,1,4-6 7-67 6-0,1.38,2.84
2025-02-27,Ahmedabad 2 ITF,Tkacheva M. (8),Kudashova D. (11),2,1,6-2 61-7 7-5,1.67,2.09
2025-02-27,Ahmedabad 2 ITF,Kaji H. (5),Bhamidipaty S. (10),2,0,7-65 6-4,1.61,2.20
